"","station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","year","month","day","qual","cool_deg_days","cool_deg_days_flag","dir_max_gust","dir_max_gust_flag","heat_deg_days","heat_deg_days_flag","max_temp","max_temp_flag","mean_temp","mean_temp_flag","min_temp","min_temp_flag","snow_grnd","snow_grnd_flag","spd_max_gust","spd_max_gust_flag","total_precip","total_precip_flag","total_rain","total_rain_flag","total_snow","total_snow_flag"
"172","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-21,"2018","04","21","",0,"",NA,"M",8.9,"",13.6,"",9.1,"",4.6,"",NA,"",NA,"M",3.4,"",NA,"M",NA,"M"
"173","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-22,"2018","04","22","",0,"",NA,"M",9.7,"",17.5,"",8.3,"",-1,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"174","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-23,"2018","04","23","",0,"",NA,"M",7,"",22.8,"",11,"",-0.9,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"175","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-24,"2018","04","24","",0,"",NA,"M",5.6,"",23.6,"",12.4,"",1.1,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"176","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-25,"2018","04","25","",0,"",NA,"M",3.7,"",26.4,"",14.3,"",2.1,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"177","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-26,"2018","04","26","",0,"",NA,"M",2.2,"",28.5,"",15.8,"",3,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"178","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-27,"2018","04","27","",0,"",NA,"M",1.3,"",29.8,"",16.7,"",3.6,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
"179","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-28,"2018","04","28","",0,"",NA,"M",6.1,"",15.3,"",11.9,"",8.5,"",NA,"",NA,"M",1.8,"",NA,"M",NA,"M"
"180","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-29,"2018","04","29","",0,"",NA,"M",8.2,"",12.5,"",9.8,"",7.1,"",NA,"",NA,"M",5.8,"",NA,"M",NA,"M"
"181","PEMBERTON AIRPORT CS",536,NA,"BC",50.31,-122.73,204.3,"1086082","71777","WGP",2018-04-30,"2018","04","30","",0,"",NA,"M",4.4,"",19.1,"",13.6,"",8,"",NA,"",NA,"M",0,"",NA,"M",NA,"M"
